,book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,language_code,average_rating,ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
1345,1346,944076,944076,929012,60,575077905,9780575077900.0,Joe Abercrombie,2008.0,Last Argument of Kings,eng,4.26,65068,2853,587,1861,9269,27438,33979
1346,1347,20926278,20926278,27239641,76,1476770387,9781476770380.0,Stephen King,2014.0,Revival,en-US,3.75,53662,8563,1438,4573,19386,27879,15815
1347,1348,7779,7779,933973,37,679800034,9780679800030.0,Dr. Seuss,1954.0,Horton Hears a Who!,eng,4.16,80883,1122,1149,3284,15440,24307,39049
1348,1349,817791,817791,808779,35,393330478,9780393330470.0,Michael   Lewis,2006.0,The Blind Side: Evolution of a Game,eng,4.16,37792,3368,1235,2171,10263,22861,29089
1349,1350,47624,47624,2067752,69,60590165,9780060590160.0,Garth Nix,2001.0,Lirael,en-US,4.29,78903,2247,700,1867,11594,30134,42646
1350,1351,13139,13139,880271,72,316155594,9780316155600.0,James Patterson,2006.0,School's Out Forever,en-US,4.16,90157,3104,1342,3805,16869,30866,43941
1351,1352,6690979,6690979,6886418,17,316080845,9780316080840.0,"Yana Toboso, Tomo Kimura",2007.0,黒執事 I [Kuroshitsuji I],eng,4.37,74378,1036,1380,2566,8886,16896,45723
1352,1353,13206900,13206900,18390887,40,312642989,9780312642980.0,Marissa Meyer,2015.0,Winter,eng,4.49,100464,17494,359,1436,9090,32666,67187
1353,1354,51497,51497,17441791,32,141439734,9780141439730.0,"Robert Louis Stevenson, Robert Mighall",1886.0,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror ,eng,3.94,80299,644,585,3466,20735,31129,24734
1354,1355,13027304,13027304,18190416,13,545457823,9780545457830.0,Emily Seife,2012.0,Not Available,en-US,4.4,67264,421,1503,1999,7561,13505,43098
1355,1356,3428935,3428935,6589794,67,345503805,9780345503800.0,Peter V. Brett,2008.0,The Painted Man,eng,4.27,64416,3891,1086,2245,9429,27034,37849
1356,1357,29797,29797,1960084,193,486426750,9780486426750.0,John Bunyan,1678.0,Not Available,Not Available,3.98,67777,2166,2639,5492,14895,20757,32338
1357,1358,220968,220968,213966,107,440241022,9780440241030.0,Lee Child,2005.0,One Shot,eng,4.2,63335,2638,289,1204,10908,30708,28330
1358,1359,12893742,12893742,16416771,60,1423140575,9781423140570.0,Rick Riordan,2012.0,The Serpent's Shadow,eng,4.28,82757,4324,483,2042,13098,29853,44056
1359,1360,472343,472343,3041864,105,1416552510,9781416552510.0,Stephen King,2008.0,Duma Key,en-US,3.93,73807,4435,1249,4629,18274,30121,25323
1360,1361,1278752,1278752,1267740,121,330448447,9780330448440.0,Kate Morton,2006.0,The Shifting Fog,eng,3.93,69948,7094,920,3728,18993,33495,23757
1361,1362,13891,13891,791225,59,081257558X,9780812575580.0,Robert Jordan,2000.0,Not Available,en-US,3.92,71355,1340,1205,5085,18770,26473,25981
1362,1363,91474,91474,576222,31,451461037,9780451461030.0,Jim Butcher,2006.0,Proven Guilty,eng,4.41,75133,2077,96,463,7367,30876,41888
1363,1364,17876,17876,19376,12,451529553,9780451529560.0,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",1864.0,Записки из подполья,eng,4.17,65900,1647,797,2379,10752,23667,29365
1364,1365,37380,37380,860196,138,618084746,9780618084750.0,Carson McCullers,1940.0,The Heart is a Lonely Hunter,eng,3.97,67643,4830,1669,4615,15067,26918,26743
1365,1366,16131484,16131484,27237970,68,Not Available,Not Available,Rick Yancey,2014.0,The Infinite Sea,eng,3.94,78314,10731,1026,4653,20427,37169,27776
1366,1367,43545,43545,1140206,109,441627404,9780441627400.0,T.H. White,1958.0,The Once and Future King,eng,4.08,76911,3169,1380,3726,15249,29310,33264
1367,1368,34484,34484,1636629,81,552152978,9780552152980.0,Terry Pratchett,1992.0,Small Gods,en-GB,4.27,72588,1978,310,1670,12118,28674,38754
1368,1369,368468,368468,358453,51,385323069,9780385323060.0,Christopher Paul Curtis,1999.0,"Bud, Not Buddy",eng,3.89,73000,4032,1872,5221,17604,25451,25272
1369,1370,38990,26135825,911368,42,618477942,9780618477940.0,Alison Bechdel,2006.0,Not Available,eng,4.12,48305,6685,1782,3527,12990,29660,35035
1370,1371,1713426,1713426,3074803,85,006135323X,9780061353240.0,Dan Ariely,2007.0,Predictably Irrational: The Hidden Forces that Shape Our Decisions,en-US,4.1,61496,3748,820,2378,11522,27465,25808
1371,1372,16031620,16031620,21801712,6,Not Available,9789770931550.0,أحمد مراد,2012.0,الفيل الأزرق,ara,3.8,53187,5771,2780,4687,11444,16996,18433
1372,1373,125404,125404,824446,64,7148984,9780007148980.0,Lynne Reid Banks,1980.0,The Indian in the Cupboard,eng,3.89,77046,1786,1461,4629,21436,28771,26119
1373,1374,7743175,7743175,10558806,33,765325950,9780765325950.0,"Robert Jordan, Brandon Sanderson",2012.0,A Memory of Light,eng,4.5,68410,4883,635,1293,5973,19274,48566
1374,1375,12700353,12700353,17831620,75,1419701762,9781419701760.0,Jesse Andrews,2012.0,Me and Earl and the Dying Girl,en-US,3.58,82270,11471,4497,10268,26506,31103,21137
1375,1376,7823678,7823678,10867827,71,810984911,9780810984910.0,Jeff Kinney,2010.0,The Ugly Truth,en-US,4.16,68701,3395,1450,3520,12626,19330,35608
1376,1377,147074,147074,40008,2,312990227,9780312990220.0,Janet Evanovich,2002.0,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Not Available,4.34,63691,39,641,1359,8614,17894,35186
1377,1378,25019,25019,1628566,72,60839783,9780060839790.0,Simon Winchester,1998.0,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",eng,3.84,71411,4547,2012,4388,18659,29538,21311
1378,1379,13136,13136,1835674,103,446696633,9780446696630.0,"James Patterson, Andrew Gross",2002.0,2nd Chance,eng,4.01,68834,2128,391,2580,17641,29784,24904
1379,1380,15195,15195,1658562,80,141014083,9780141014080.0,Art Spiegelman,1986.0,The Complete Maus,en-GB,4.53,76785,4733,329,981,6162,23266,53585
1380,1381,27003,27003,3436605,4,142001805,9780142001810.0,Jasper Fforde,2001.0,The Eyre Affair,en-US,3.92,85683,8521,2396,5923,20322,34636,31354
1381,1382,43808,43808,43209,4,345373944,9780345373950.0,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",1989.0,Anne Rice's The Vampire Lestat: The Graphic Novel,en-GB,4.17,61842,101,661,1946,11282,20032,27982
1382,1383,15779,15779,1215581,34,747571775,9780747571770.0,"Louis Sachar, Adam McCauley",1978.0,Not Available,eng,4.14,74121,1973,1258,3088,14298,24342,35041
1383,1384,38210,38210,1651617,94,1573221112,9781573221120.0,"Dalai Lama XIV, Howard C. Cutler",1998.0,The Art of Happiness: A Handbook for Living,eng,4.14,61498,1811,895,2240,11259,22402,27619
1384,1385,20819685,20819685,26959610,60,1400065674,9781400065680.0,David Mitchell,2014.0,The Bone Clocks,eng,3.81,53151,8606,2353,4849,14146,25148,18714
1385,1386,5157,5157,2349447,38,385333137,9780385333140.0,Anna Quindlen,1998.0,Black and Blue,eng,3.86,67753,1394,792,3688,18693,27754,18746
1386,1387,7726143,7726143,10489950,37,62003933,9780062003940.0,"L.J. Smith, Kevin Williamson, Julie Plec",2010.0,Not Available,en-US,4.1,59715,811,2206,3884,10829,12969,31000
1387,1388,5346,5346,1022242,101,385339682,9780385339680.0,John Grisham,2004.0,The Last Juror,eng,3.85,63114,1754,606,3118,19000,26907,17324
1388,1389,22284,22284,1602261,59,1400032814,9781400032820.0,Chuck Palahniuk,2003.0,Diary,eng,3.6,58428,2196,1633,6299,19618,21016,12803
1389,1390,11003,11003,811763,48,312985347,9780312985350.0,Janet Evanovich,2005.0,Eleven on Top,en-US,4.15,84363,1747,274,1975,17144,34202,35258
1390,1391,28195,28195,1567967,82,439554004,9780439554010.0,"Cornelia Funke, Anthea Bell",2005.0,Tintenblut,eng,3.91,82291,3572,1682,5597,21565,32140,29324
1391,1392,599,599,929649,16,743236017,9780743236010.0,Chuck Klosterman,2003.0,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",en-US,3.75,56548,3344,1756,4741,14755,21605,15010
1392,1393,30933,30933,2952196,157,316926345,9780316926350.0,Evelyn Waugh,1945.0,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,eng,3.99,69087,3430,1543,4150,15441,27191,27921
1393,1394,91475,91475,1254936,33,451461401,9780451461410.0,Jim Butcher,2007.0,White Night,en-US,4.41,73534,1851,109,558,7558,30249,41965
1394,1395,18498569,18498569,25328659,98,62306812,9780062306810.0,Jessie Burton,2014.0,The Miniaturist,eng,3.58,56344,8777,2490,7022,22942,26801,13683
1395,1396,259836,259836,251833,69,786915749,9780786915740.0,"Margaret Weis, Tracy Hickman",1984.0,Dragons of Autumn Twilight,en-US,4.03,76219,1539,2258,3971,15654,26532,32441
1396,1397,37586,37586,1866210,79,786849568,9780786849570.0,Eoin Colfer,2006.0,The Lost Colony,en-US,4.01,103844,1569,2469,4725,22169,38160,40493
1397,1398,493456,493456,3315797,52,1416951172,9781416951180.0,Scott Westerfeld,2006.0,Extras,en-US,3.59,85873,4945,3389,10946,27336,27149,21960
1398,1399,144349,144349,6627890,73,399244557,9780399244550.0,John Flanagan,2005.0,The Burning Bridge,en-US,4.28,74156,2395,629,1847,11085,26331,39127
1399,1400,16054217,16054217,21839080,54,670025593,9780670025600.0,Deborah Harkness,2014.0,The Book of Life,eng,4.15,63027,7562,865,3154,13131,27271,33781
1400,1401,615570,615570,2210934,72,1585421464,9781585421470.0,Julia Cameron,1992.0,The Artist's Way: A Spiritual Path to Higher Creativity,eng,3.89,66049,1778,4362,4667,12282,19762,27056
1401,1402,407429,407429,1814587,13,067084487X,9780670844880.0,"Jon Scieszka, Lane Smith",1992.0,The Stinky Cheese Man and Other Fairly Stupid Tales,eng,4.2,78487,1894,1304,3111,13104,22685,38924
1402,1403,6587879,6587879,6781405,8,61147958,9780061147950.0,Joe Hill,2009.0,Horns,en-US,3.92,66287,7298,1490,3986,16998,31102,23029
1403,1404,10414941,10414941,15319151,33,679456724,9780679456730.0,Robert K. Massie,2011.0,Catherine the Great: Portrait of a Woman,en-CA,3.91,66591,3254,3282,3485,13328,25533,24133
1404,1405,6080337,6080337,6257025,82,385528779,9780385528770.0,Margaret Atwood,2009.0,The Year of the Flood,eng,4.05,68597,6394,743,2970,14154,33112,26180
1405,1406,6668467,6668467,6863383,56,312364121,9780312364120.0,Kristin Hannah,2009.0,Winter Garden,en-GB,4.13,66577,8900,863,2603,12545,28571,30133
1406,1407,5356,5356,3137817,111,385339658,9780385339650.0,John Grisham,2003.0,The King of Torts,eng,3.67,61835,1711,1244,5632,21215,22824,14419
1407,1408,711901,711901,1623890,57,316067598,9780316067590.0,"Marcus Luttrell, Patrick Robinson",2006.0,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,eng,4.34,46551,6071,752,1742,6835,17239,32492
1408,1409,3320520,3320520,3358314,18,Not Available,9788129113730.0,Chetan Bhagat,2008.0,The 3 Mistakes of My Life,eng,2.97,53331,1295,5980,12683,19012,11196,5923
1409,1410,16328,16328,1073110,296,1579126278,9781579126280.0,Agatha Christie,1926.0,The Murder of Roger Ackroyd,eng,4.2,71354,5165,366,2006,14337,31542,36289
1410,1411,15622,15622,3159084,103,006083756X,9780060837560.0,Richard Wright,1940.0,Native Son ,eng,3.96,66194,2918,1828,3920,14032,25876,24378
1411,1412,3754016,3754016,3797880,38,316033650,9780316033660.0,Brent Weeks,2008.0,Shadow's Edge,en-US,4.27,66390,1608,434,1701,9473,25851,33188
1412,1413,11594257,11594257,15093785,57,1907411054,9781907411050.0,Veronica Rossi,2011.0,Under the Never Sky,en-GB,4.01,74029,8426,2732,4772,17161,34217,35431
1413,1414,3464,3464,1625592,94,044669651X,9780446696520.0,Nicholas Sparks,2003.0,True Believer,en-US,3.8,62840,2583,1397,5007,19130,22451,19640
1414,1415,10127019,10127019,15024842,47,307887898,9780307887890.0,Eric Ries,2011.0,The Lean Startup,en-US,4.04,86284,1854,2814,4154,15708,31854,36127
1415,1416,8709523,8709523,13582370,35,1595143181,9781595143180.0,Richelle Mead,2012.0,The Golden Lily,en-US,4.36,86929,6026,688,1779,10687,29356,49277
1416,1417,426775,426775,2902978,89,743290119,9780743290110.0,Lauren Weisberger,2008.0,Chasing Harry Winston,eng,3.32,63342,2590,3964,10309,23393,17306,10927
1417,1418,44688,44688,938086,55,345335457,9780345335460.0,David Eddings,1983.0,Magician's Gambit,Not Available,4.13,69616,655,635,2441,13588,26335,29821
1418,1419,6344097,6344097,6972161,18,785136207,9780785136200.0,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",2009.0,Not Available,eng,4.43,57279,276,747,1162,5837,14861,35367
1419,1420,767171,767171,1437584,1,671728687,9780671728690.0,William L. Shirer,1960.0,The Rise and Fall of the Third Reich: A History of Nazi Germany,eng,4.15,64391,1943,1201,2344,11463,23137,29859
1420,1421,10073,10073,2961964,89,1594481938,9781594481930.0,Nick Hornby,2005.0,A Long Way Down,eng,3.41,59843,4553,2135,8570,25521,22277,9173
1421,1422,106134,106134,2218243,35,439706408,9780439706410.0,"Jeff Smith, Steve Hamaker",1993.0,Out from Boneville,eng,4.16,62330,1725,1652,2967,10427,16827,31203
1422,1423,10619,10619,833191,123,340640146,9780340640140.0,Stephen King,1995.0,Rose Madder,eng,3.66,70921,1714,2065,8052,23483,22705,19946
1423,1424,220969,220969,213967,98,515142247,9780515142240.0,Lee Child,1998.0,"Die Trying (Jack Reacher, #2)",en-US,4.0,62128,3367,428,2354,15935,32853,22094
1424,1425,10757833,10757833,11254742,60,316123528,9780316123520.0,"Kami Garcia, Margaret Stohl, Paz Pruneda",2011.0,Beautiful Chaos,en-US,3.95,69709,4353,1505,4994,18812,27022,29159
1425,1426,10913,10913,3349582,50,60878061,9780060878060.0,Jodi Picoult,1999.0,Keeping Faith,Not Available,3.79,62405,3462,1023,4612,19883,26392,17348
1426,1427,153025,153025,1412280,83,61147931,9780061147940.0,Joe Hill,2007.0,Heart-Shaped Box,en-US,3.82,65005,6430,1652,5086,18820,28529,20496
1427,1428,11254250,11254250,16180881,77,1419702238,9781419702240.0,Jeff Kinney,2010.0,Cabin Fever,eng,4.21,63347,3340,1409,3029,10671,17456,35433
1428,1429,3754026,3754026,3797890,39,316033669,9780316033660.0,Brent Weeks,2008.0,Not Available,eng,4.29,64961,1726,509,1891,9044,23347,34148
1429,1430,29547,29547,1017538,85,1416543007,9781416543010.0,Lauren Weisberger,2005.0,Everyone Worth Knowing,en-US,3.39,59932,1936,2679,9025,22634,17978,10564
1430,1431,7996,7996,486980,86,1862301387,9781862301380.0,Brian Jacques,1986.0,Redwall,eng,4.11,73918,2889,1120,2911,15209,29384,33140
1431,1432,30474,30474,2205479,983,140447571,9780140447580.0,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",1848.0,Manifest der Kommunistischen Partei,eng,3.51,56464,2910,3561,8413,22295,20537,15271
1432,1433,28187230,28187230,48209164,37,1501132938,9781501132930.0,Ruth Ware,2016.0,The Woman in Cabin 10,eng,3.67,90541,12391,2029,8795,33879,43732,21386
1433,1434,38296,38296,2064030,1056,553213296,9780553213290.0,James Fenimore Cooper,1826.0,The Last of the Mohicans: A Narrative of 1757,eng,3.69,67632,2021,3038,6975,19690,24157,20052
1434,1435,228560,228560,2912834,118,679736379,9780679736370.0,William Styron,1979.0,Sophie's Choice,eng,4.18,66923,2025,1244,2666,10630,23727,32810
1435,1436,9417,9417,2992356,89,044024191X,9780440241910.0,Sophie Kinsella,2004.0,Shopaholic and Sister,eng,3.64,69007,2064,1277,6964,25200,23997,16302
1436,1437,7747064,7747064,7030241,44,373210132,9780373210140.0,Julie Kagawa,2010.0,The Iron Daughter,eng,4.13,93340,5131,1505,4105,17023,31360,42806
1437,1438,103610,103610,99898,36,1576737330,9781576737330.0,Bruce H. Wilkinson,2000.0,The Prayer of Jabez:  Breaking Through to the Blessed Life,eng,3.92,57468,550,2961,4213,11797,14888,24197
1438,1439,12401556,12401556,17382941,87,812983602,9780812983610.0,Karen Thompson Walker,2012.0,The Age of Miracles,eng,3.64,61296,10726,1574,6625,22105,27557,13932
1439,1440,1255781,1255781,1244564,52,786868724,9780786868730.0,Mitch Albom,2009.0,Have a Little Faith: A True Story,en-US,4.16,60002,4273,641,2021,10903,22733,26798
1440,1441,5084,5084,1602216,38,1400043468,9781400043460.0,"Julia Child, Alex Prud'Homme",2006.0,My Life in France,eng,4.16,63100,6515,706,1872,10703,26938,27358
1441,1442,21844019,23492671,41326408,60,1922182109,9781922182100.0,Graeme Simsion,2014.0,The Rosie Effect,eng,3.56,27308,8270,1191,6636,25126,25659,11235
1442,1443,11827808,11827808,16782480,37,9380658797,97893806587.0,Amish Tripathi,2011.0,The Secret of the Nagas.,eng,3.98,50158,2109,586,2413,11661,23263,17131
1443,1444,38501,38501,958661,85,006117758X,9780061177580.0,Charles Bukowski,1982.0,Ham on Rye,Not Available,4.16,54140,2425,641,1897,9576,24523,25106
1444,1445,331920,331920,3199878,45,375825444,9780375825450.0,Wendelin Van Draanen,2001.0,Flipped,en-US,3.94,79264,6209,1175,4843,19570,28606,27512
1445,1446,6486483,6486483,6677843,28,974320625,9780974320620.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",2003.0,Emotional Intelligence 2.0,Not Available,3.81,53384,649,2234,3927,13314,17439,17468
1446,1447,29291,29291,103828,62,670035386,9780670035380.0,Robert McCloskey,1941.0,Make Way for Ducklings,Not Available,4.21,70704,1271,1398,2784,11683,19309,36931
1447,1448,67035,67035,23046,98,765354942,9780765354940.0,"Douglas Preston, Lincoln Child",1995.0,Relic,eng,4.01,68011,2531,993,3349,15578,27328,26095
1448,1449,28,28,940892,63,380727501,9780380727510.0,Bill Bryson,1995.0,Notes from a Small Island,eng,3.91,66947,3323,1073,3717,17241,29024,21366
1449,1450,927979,927979,2054834,31,451461894,9780451461900.0,Jim Butcher,2008.0,Small Favor,en-US,4.43,70029,1975,69,419,6473,28646,40646
1450,1451,6465707,6465707,6656179,7,1607060760,9781607060760.0,Robert Kirkman,2009.0,The Walking Dead Compendium Volume 1,eng,4.43,57764,2154,849,1260,5314,15352,35837
1451,1452,85990,85990,3299770,50,1599900734,9781599900740.0,Shannon Hale,2005.0,Princess Academy,eng,4.01,82470,7803,1062,3781,18451,34060,30371
1452,1453,18692431,18692431,26540216,86,553496646,9780553496640.0,"Nicola Yoon, David Yoon",2015.0,"Everything, Everything",eng,4.11,132552,23712,2262,6555,25928,53989,61673
1453,1454,7714,7714,184399,416,486282228,9780486282220.0,George Bernard Shaw,1912.0,Pygmalion,en-US,3.9,70079,1664,895,4044,19262,29217,22185
1454,1455,13438524,13438524,18945788,38,62124269,9780062124260.0,Barbara Kingsolver,2012.0,Flight Behavior,eng,3.75,57078,8825,1681,5240,16765,25871,16036
1455,1456,2146957,2146957,2156412,31,1590388984,9781590388980.0,Brandon Mull,2008.0,Grip of the Shadow Plague,eng,4.26,65638,2862,1353,1859,8785,21812,33850
1456,1457,363752,363752,8140,141,140298479,9780140298480.0,Helen Fielding,1999.0,Bridget Jones: The Edge of Reason,eng,3.53,73093,2215,1959,9506,28844,25992,15298
1457,1458,3388,3388,2771048,105,067976397X,9780679763970.0,Louis de Bernières,1994.0,Captain Corelli's Mandolin,eng,3.95,57583,2279,1734,4029,13185,23679,22969
1458,1459,15924,15924,1498113,80,446698466,9780446698470.0,Nicholas Sparks,2004.0,At First Sight,en-US,3.81,62219,3240,1492,5098,17959,22090,19978
1459,1460,24,24,2611786,76,767903862,9780767903870.0,Bill Bryson,2000.0,Down Under,eng,4.05,58688,4455,607,2214,12998,28184,22665
1460,1461,194373,194373,6328892,639,192123092,9780192123090.0,Arthur Conan Doyle,1894.0,The Memoirs of Sherlock Holmes,eng,4.32,56918,1399,398,1005,8433,23292,32856
1461,1462,11529868,11529868,16467838,55,812992792,9780812992790.0,Adam Johnson,2012.0,The Orphan Master's Son,eng,4.06,52765,8316,1671,3341,9883,23007,25504
1462,1463,44687,44687,938064,55,345300785,9780345300780.0,David Eddings,1984.0,Enchanters' End Game,en-US,4.17,69134,658,677,2478,12604,25188,32085
1463,1464,991197,991197,13344769,60,375714839,9780375714830.0,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",2003.0,Persepolis,en-US,4.36,71353,5335,357,1218,7821,28809,39069
1464,1465,187181,187181,1336083,79,449213447,9780449213440.0,Chaim Potok,1967.0,The Chosen,eng,4.03,70701,3495,1283,3459,13824,27376,27128
1465,1466,321552,321552,1504548,94,451171357,9780451171350.0,"Irving Stone, שמואל שניצר",1958.0,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,eng,4.09,61256,1591,1741,2564,10707,21180,26924
1466,1467,4912857,5196764,3252824,178,385528701,9780385528700.0,"Carlos Ruiz Zafón, Lucia Graves",2008.0,El juego del ángel,eng,3.86,46225,7130,1125,5123,18613,28668,21405
1467,1468,147865,147865,3423015,166,786891084,9780786891080.0,Cecelia Ahern,2004.0,Where Rainbows End,en-US,3.95,55236,8227,1563,4973,17380,26705,27937
1468,1469,774001,774001,888927,36,64441555,9780064441550.0,"Peggy Parish, Fritz Siebel",1963.0,Amelia Bedelia,eng,4.15,72329,831,1342,3136,13872,19635,34899
1469,1470,16140036,16140036,21970768,42,Not Available,Not Available,Jodi Ellen Malpas,2012.0,This Man,eng,4.13,79461,5451,3397,4706,12138,22363,42509
1470,1471,7723542,7723542,10479953,77,765326264,9780765326260.0,W. Bruce Cameron,2010.0,A Dog's Purpose ,en-US,4.35,65091,10147,675,1742,8856,23625,40619
1471,1472,20560137,27774758,39113604,71,1595148035,9781595148030.0,Sabaa Tahir,2015.0,An Ember in the Ashes,eng,4.32,45492,14542,1316,2448,10085,31685,49448
1472,1473,1240662,1240662,1928049,51,451222725,9780451222720.0,J.R. Ward,2008.0,"Lover Enshrined, part one",eng,4.12,87432,3753,1130,4648,17757,27856,42014
1473,1474,15819028,15819028,21547736,51,62110837,9780062110830.0,Helene Wecker,2013.0,The Golem and the Jinni,eng,4.1,59650,9907,1155,2588,11315,28881,26926
1474,1475,16081961,16081961,21881449,7,Not Available,9789953267200.0,"أحلام مستغانمي, Ahlam Mosteghanemi",2012.0,الأسود يليق بك,ara,3.72,42958,5459,3323,5535,11642,13878,17877
1475,1476,297792,297792,2146706,50,64410137,9780064410140.0,"Lemony Snicket, Brett Helquist",2003.0,The Slippery Slope,en-US,4.0,81362,1672,926,3956,19412,29849,30110
1476,1477,31242,31242,2960365,635,143037617,9780143037610.0,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853.0,Bleak House,eng,4.0,67433,3125,1999,4506,14750,25011,29428
1477,1478,775597,775597,954532,56,64431436,9780064431440.0,Esphyr Slobodkina,1938.0,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",eng,4.12,72504,1130,1058,3562,14486,20187,33897
1478,1479,29396,29396,3098584,35,044101268X,9780441012690.0,Jim Butcher,2004.0,Furies of Calderon ,eng,4.12,70269,3132,1209,2914,12182,27550,30682
1479,1480,13831,13831,1936544,14,689878559,9780689878560.0,Tamora Pierce,1983.0,Alanna: The First Adventure,en-US,4.27,85699,3810,1053,2308,13154,29563,45410
1480,1481,6202342,6202342,6382826,72,224085611,9780224085620.0,Audrey Niffenegger,2009.0,Her Fearful Symmetry,en-GB,3.23,63737,11713,4845,13797,28144,22691,9639
1481,1482,22450859,22450859,21890979,24,1439199353,9781439199350.0,Anita Diamant,2014.0,The Boston Girl,eng,3.79,51603,7303,841,3333,16733,26479,13222
1482,1483,5098079,5098079,5164827,51,451225856,9780451225860.0,J.R. Ward,2009.0,"Lover Enshrined, part two",eng,4.38,84650,3549,498,1841,10764,28245,51166
1483,1484,77565,77565,1882596,74,553288202,9780553288210.0,Dan Simmons,1990.0,The Fall of Hyperion,eng,4.18,63235,2265,675,2454,10805,25016,29861
1484,1485,21704,21704,434,93,446698873,9780446698870.0,James Ellroy,1987.0,The Black Dahlia,en-US,3.75,61412,1944,1999,4999,17641,23340,17425
1485,1486,83346,83346,45962572,918,688120490,9780688120500.0,"Lewis Carroll, John Tenniel, Peter Glassman",1871.0,"Through the Looking-Glass, and What Alice Found There",eng,4.06,63050,2131,1030,3785,16105,25471,31275
1486,1487,1848,1848,2969000,139,743246985,9780743246990.0,Jung Chang,1991.0,Wild Swans: Three Daughters of China,en-US,4.23,60193,4426,921,1940,9406,23802,31479
1487,1488,460548,460548,887311,36,394800206,9780394800200.0,P.D. Eastman,1961.0,"Go, Dog. Go!",eng,4.08,66360,1307,1373,4030,13995,16365,31349
1488,1489,7882,7882,1402758,87,60885408,9780060885400.0,"Laura Ingalls Wilder, Garth Williams",1937.0,Not Available,Not Available,4.19,74666,1250,834,2109,14330,27057,36051
1489,1490,22453035,23492589,41884478,73,1501100130,9781501100130.0,Stephen King,2015.0,Finders Keepers,eng,4.03,36541,6876,372,1857,12964,30192,19897
1490,1491,6065215,6065215,6241525,104,61558230,9780061558240.0,"Guillermo del Toro, Chuck Hogan",2009.0,The Strain,en-US,3.77,58631,5903,1771,5200,17428,25548,17859
1491,1492,112204,112204,1443553,62,316184136,9780316184140.0,"Emily Dickinson, Thomas H. Johnson",1890.0,The Complete Poems of Emily Dickinson,eng,4.21,60278,614,1141,2161,9616,19058,30173
1492,1493,130580,130580,2686896,58,60935472,9780060935470.0,Fred Gipson,1956.0,Old Yeller,en-US,4.06,69815,1646,1289,3193,14512,23807,29260
1493,1494,773858,773858,3315115,27,1416553649,9781416553650.0,Steve Martin,2007.0,Born Standing Up: A Comic's Life,eng,3.87,60869,4258,1515,3216,15539,25317,18306
1494,1495,87640,87640,84604,7,60899190,9780060899200.0,Frank Warren,2005.0,PostSecret: Extraordinary Confessions from Ordinary Lives,Not Available,4.01,58841,1061,2911,3039,10287,17389,25753
1495,1496,147915,147915,6571827,49,7119550,9780007119550.0,George R.R. Martin,2000.0,A Storm of Swords: Part 2 Blood and Gold,eng,4.56,54977,1959,275,572,4041,17151,42134
1496,1497,348573,348573,802336,90,152047379,9780152047380.0,"Mary Norton, Beth Krush, Joe Krush",1952.0,The Borrowers Afield,Not Available,4.02,74820,1403,923,3165,17625,26927,28436
1497,1498,11602,11602,3166850,112,340818670,9780340818670.0,Stephen King,1999.0,Hearts in Atlantis,eng,3.8,65063,1588,1268,5421,19496,24725,19976
1498,1499,28587957,28587957,45950662,46,345544951,9780345544960.0,Jodi Picoult,2016.0,Not Available,eng,4.35,73745,11839,1035,2060,9633,33373,51303
1499,1500,11298,11298,2057170,146,037571894X,9780375718950.0,"Haruki Murakami, Alfred Birnbaum",1982.0,羊をめぐる冒険 [Hitsujiwomegurubōken],eng,3.94,55262,3161,561,2882,14590,27275,18141
1500,1501,252499,252499,1024199,61,743246071,9780743246070.0,Philippa Gregory,2003.0,The Queen's Fool,en-US,3.83,69504,2884,859,4137,21150,29517,19180
1501,1502,12812550,12812550,17961723,66,316133973,9780316133980.0,Laini Taylor,2012.0,Days of Blood & Starlight,en-CA,4.21,85746,10724,1604,3200,13879,34953,45395
1502,1503,8682,8682,1105831,31,1842430351,9781842430350.0,Tom Robbins,1984.0,Jitterbug Perfume,eng,4.24,48277,3099,687,1888,7929,17887,26905
1503,1504,144350,144350,6627896,61,399244573,9780399244580.0,John Flanagan,2006.0,"The Battle for Skandia (Ranger's Apprentice, #4)",en-US,4.32,60959,1603,594,1365,8641,21627,34441
